At. num,Sp. Name,Ion Charge,El. Name,Binding Energy (a) (eV),Uncertainty (b) (eV)
"72","Hf XXXVII","+36","Hafnium","389600","400"
"72","Hf XXXVIII","+37","Hafnium","387800","400"
"72","Hf XXXIX","+38","Hafnium","386200","400"
"72","Hf XL","+39","Hafnium","384400","400"
"72","Hf XLI","+40","Hafnium","382500","400"
"72","Hf XLII","+41","Hafnium","380600","400"
"72","Hf XLIII","+42","Hafnium","378600","300"
"72","Hf XLIV","+43","Hafnium","376400","300"
"72","Hf XLV","+44","Hafnium","374200","300"
"72","Hf XLVI","+45","Hafnium","370400","300"
"72","Hf XLVII","+46","Hafnium","366600","300"
"72","Hf XLVIII","+47","Hafnium","362600","300"
"72","Hf XLIX","+48","Hafnium","358500","300"
"72","Hf L","+49","Hafnium","354200","300"
"72","Hf LI","+50","Hafnium","349900","300"
"72","Hf LII","+51","Hafnium","345300","300"
"72","Hf LIII","+52","Hafnium","340600","300"
"72","Hf LIV","+53","Hafnium","335700","300"
"72","Hf LV","+54","Hafnium","330800","300"
"72","Hf LVI","+55","Hafnium","325400","300"
"72","Hf LVII","+56","Hafnium","319900","300"
"72","Hf LVIII","+57","Hafnium","314350","250"
"72","Hf LIX","+58","Hafnium","308630","250"
"72","Hf LX","+59","Hafnium","302480","240"
"72","Hf LXI","+60","Hafnium","296210","240"
"72","Hf LXII","+61","Hafnium","289660","220"
"72","Hf LXIII","+62","Hafnium","282980","210"
"72","Hf LXIV","+63","Hafnium","268310","200"
"72","Hf LXV","+64","Hafnium","253310","170"
"72","Hf LXVI","+65","Hafnium","237960","150"
"72","Hf LXVII","+66","Hafnium","222280","120"
"72","Hf LXVIII","+67","Hafnium","205000","90"
"72","Hf LXIX","+68","Hafnium","187330","50"
"72","Hf LXX","+69","Hafnium","169145.9","0.3"
"72","Hf LXXI","+70","Hafnium","150643.60","0.20"
"72","Hf LXXII","+71","Hafnium","76077.70","0.11"
"73","Ta I","0","Tantalum","424500","600"
"73","Ta II","+1","Tantalum","424500","600"
"73","Ta III","+2","Tantalum","424500","600"
"73","Ta IV","+3","Tantalum","424500","600"
"73","Ta V","+4","Tantalum","424500","600"
"73","Ta VI","+5","Tantalum","424400","600"
"73","Ta VII","+6","Tantalum","424400","600"
"73","Ta VIII","+7","Tantalum","424300","600"
"73","Ta IX","+8","Tantalum","424000","600"
"73","Ta X","+9","Tantalum","423900","600"
"73","Ta XI","+10","Tantalum","423800","600"
"73","Ta XII","+11","Tantalum","423500","500"
"73","Ta XIII","+12","Tantalum","423300","500"
"73","Ta XIV","+13","Tantalum","423000","500"
"73","Ta XV","+14","Tantalum","422800","500"
"73","Ta XVI","+15","Tantalum","422400","500"
"73","Ta XVII","+16","Tantalum","422000","500"
"73","Ta XVIII","+17","Tantalum","421700","500"
"73","Ta XIX","+18","Tantalum","421200","500"
"73","Ta XX","+19","Tantalum","420700","500"
"73","Ta XXI","+20","Tantalum","420200","500"
"73","Ta XXII","+21","Tantalum","419600","500"
"73","Ta XXIII","+22","Tantalum","418900","500"
"73","Ta XXIV","+23","Tantalum","418300","400"
"73","Ta XXV","+24","Tantalum","417700","400"
"73","Ta XXVI","+25","Tantalum","416800","400"
"73","Ta XXVII","+26","Tantalum","416100","400"
"73","Ta XXVIII","+27","Tantalum","415200","400"
"73","Ta XXIX","+28","Tantalum","414200","400"
"73","Ta XXX","+29","Tantalum","413100","400"
"73","Ta XXXI","+30","Tantalum","412000","400"
"73","Ta XXXII","+31","Tantalum","410800","400"
"73","Ta XXXIII","+32","Tantalum","409500","400"
"73","Ta XXXIV","+33","Tantalum","408200","400"
"73","Ta XXXV","+34","Tantalum","406800","400"
"73","Ta XXXVI","+35","Tantalum","405300","400"
"73","Ta XXXVII","+36","Tantalum","403800","400"
"73","Ta XXXVIII","+37","Tantalum","402300","400"
"73","Ta XXXIX","+38","Tantalum","400600","400"
"73","Ta XL","+39","Tantalum","398700","400"
"73","Ta XLI","+40","Tantalum","396900","400"
"73","Ta XLII","+41","Tantalum","395000","400"
"73","Ta XLIII","+42","Tantalum","392900","400"
"73","Ta XLIV","+43","Tantalum","390800","400"
"73","Ta XLV","+44","Tantalum","388600","400"
"73","Ta XLVI","+45","Tantalum","386200","400"
"73","Ta XLVII","+46","Tantalum","382400","400"
"73","Ta XLVIII","+47","Tantalum","378400","400"
"73","Ta XLIX","+48","Tantalum","374200","400"
"73","Ta L","+49","Tantalum","370000","400"
"73","Ta LI","+50","Tantalum","365500","400"
"73","Ta LII","+51","Tantalum","360900","400"
"73","Ta LIII","+52","Tantalum","356200","400"
"73","Ta LIV","+53","Tantalum","351400","400"
"73","Ta LV","+54","Tantalum","346300","400"
"73","Ta LVI","+55","Tantalum","341200","400"
"73","Ta LVII","+56","Tantalum","335600","300"
"73","Ta LVIII","+57","Tantalum","330000","300"
"73","Ta LIX","+58","Tantalum","324200","300"
"73","Ta LX","+59","Tantalum","318300","300"
"73","Ta LXI","+60","Tantalum","311900","300"
"73","Ta LXII","+61","Tantalum","305400","300"
"73","Ta LXIII","+62","Tantalum","298700","300"
"73","Ta LXIV","+63","Tantalum","291760","250"
"73","Ta LXV","+64","Tantalum","276620","220"
"73","Ta LXVI","+65","Tantalum","261160","200"
"73","Ta LXVII","+66","Tantalum","245340","170"
"73","Ta LXVIII","+67","Tantalum","229180","140"
"73","Ta LXIX","+68","Tantalum","211340","100"
"73","Ta LXX","+69","Tantalum","193090","50"
"73","Ta LXXI","+70","Tantalum","174335.1","0.3"
"73","Ta LXXII","+71","Tantalum","155246.63","0.21"
"73","Ta LXXIII","+72","Tantalum","78394.63","0.12"
"74","W I","0","Tungsten","438990","170"
"74","W II","+1","Tungsten","438980","170"
"74","W III","+2","Tungsten","438970","170"
"74","W IV","+3","Tungsten","438940","170"
"74","W V","+4","Tungsten","438900","170"
"74","W VI","+5","Tungsten","438850","170"
"74","W VII","+6","Tungsten","438780","170"
"74","W VIII","+7","Tungsten","438670","170"
"74","W IX","+8","Tungsten","438520","170"
"74","W X","+9","Tungsten","438360","170"
"74","W XI","+10","Tungsten","438180","170"
"74","W XII","+11","Tungsten","437970","170"
"74","W XIII","+12","Tungsten","437740","170"
"74","W XIV","+13","Tungsten","437480","160"
"74","W XV","+14","Tungsten","437190","160"
"74","W XVI","+15","Tungsten","436870","160"
"74","W XVII","+16","Tungsten","436510","160"
"74","W XVIII","+17","Tungsten","436110","160"
"74","W XIX","+18","Tungsten","435690","160"
"74","W XX","+19","Tungsten","435230","160"
"74","W XXI","+20","Tungsten","434730","160"
"74","W XXII","+21","Tungsten","434190","160"
"74","W XXIII","+22","Tungsten","433600","150"
"74","W XXIV","+23","Tungsten","432950","150"
"74","W XXV","+24","Tungsten","432270","150"
"74","W XXVI","+25","Tungsten","431540","150"
"74","W XXVII","+26","Tungsten","430750","150"
"74","W XXVIII","+27","Tungsten","429920","150"
"74","W XXIX","+28","Tungsten","429030","150"
"74","W XXX","+29","Tungsten","427910","150"
"74","W XXXI","+30","Tungsten","426720","140"
"74","W XXXII","+31","Tungsten","425490","140"
"74","W XXXIII","+32","Tungsten","424210","140"
"74","W XXXIV","+33","Tungsten","422870","140"
"74","W XXXV","+34","Tungsten","421480","140"
"74","W XXXVI","+35","Tungsten","420020","140"
"74","W XXXVII","+36","Tungsten","418510","140"
"74","W XXXVIII","+37","Tungsten","416950","140"
"74","W XXXIX","+38","Tungsten","415320","140"
"74","W XL","+39","Tungsten","413500","120"
"74","W XLI","+40","Tungsten","411620","120"
"74","W XLII","+41","Tungsten","409670","120"
"74","W XLIII","+42","Tungsten","407670","120"
"74","W XLIV","+43","Tungsten","405530","120"
"74","W XLV","+44","Tungsten","403320","120"
"74","W XLVI","+45","Tungsten","400960","120"
"74","W XLVII","+46","Tungsten","398550","120"
"74","W XLVIII","+47","Tungsten","394490","120"
"74","W XLIX","+48","Tungsten","390310","110"
"74","W L","+49","Tungsten","386000","110"
"74","W LI","+50","Tungsten","381560","110"
"74","W LII","+51","Tungsten","376970","100"
"74","W LIII","+52","Tungsten","372260","100"
"74","W LIV","+53","Tungsten","367340","100"
"74","W LV","+54","Tungsten","362280","100"
"74","W LVI","+55","Tungsten","357070","90"
"74","W LVII","+56","Tungsten","351720","90"
"74","W LVIII","+57","Tungsten","346000","90"
"74","W LIX","+58","Tungsten","340160","70"
"74","W LX","+59","Tungsten","334190","70"
"74","W LXI","+60","Tungsten","328100","70"
"74","W LXII","+61","Tungsten","321500","60"
"74","W LXIII","+62","Tungsten","314770","60"
"74","W LXIV","+63","Tungsten","307770","50"
"74","W LXV","+64","Tungsten","300640","50"
"74","W LXVI","+65","Tungsten","285080","40"
"74","W LXVII","+66","Tungsten","269175","25"
"74","W LXVIII","+67","Tungsten","252923","21"
"74","W LXIX","+68","Tungsten","236335","10"
"74","W LXX","+69","Tungsten","217859","6"
"74","W LXXI","+70","Tungsten","198987","4"
"74","W LXXII","+71","Tungsten","179624.6","0.3"
"74","W LXXIII","+72","Tungsten","159937.84","0.24"
"74","W LXXIV","+73","Tungsten","80755.91","0.14"
"75","Re I","0","Rhenium","454200","700"
"75","Re II","+1","Rhenium","454200","700"
"75","Re III","+2","Rhenium","454200","700"
"75","Re IV","+3","Rhenium","454200","700"
"75","Re V","+4","Rhenium","454000","700"
"75","Re VI","+5","Rhenium","454000","700"
"75","Re VII","+6","Rhenium","453900","700"
"75","Re VIII","+7","Rhenium","453900","700"
"75","Re IX","+8","Rhenium","453700","700"
"75","Re X","+9","Rhenium","453500","700"
"75","Re XI","+10","Rhenium","453400","700"
"75","Re XII","+11","Rhenium","453200","700"
"75","Re XIII","+12","Rhenium","452900","700"
"75","Re XIV","+13","Rhenium","452700","700"
"75","Re XV","+14","Rhenium","452300","600"
"75","Re XVI","+15","Rhenium","452000","600"
"75","Re XVII","+16","Rhenium","451700","600"
"75","Re XVIII","+17","Rhenium","451300","600"
"75","Re XIX","+18","Rhenium","450800","600"
"75","Re XX","+19","Rhenium","450300","600"
"75","Re XXI","+20","Rhenium","449800","600"
"75","Re XXII","+21","Rhenium","449200","600"
"75","Re XXIII","+22","Rhenium","448600","600"
"75","Re XXIV","+23","Rhenium","448000","600"
"75","Re XXV","+24","Rhenium","447200","500"
"75","Re XXVI","+25","Rhenium","446500","500"
"75","Re XXVII","+26","Rhenium","445700","500"
"75","Re XXVIII","+27","Rhenium","444900","500"
"75","Re XXIX","+28","Rhenium","443900","500"
"75","Re XXX","+29","Rhenium","443000","500"
"75","Re XXXI","+30","Rhenium","441800","500"
"75","Re XXXII","+31","Rhenium","440500","500"
"75","Re XXXIII","+32","Rhenium","439300","500"
"75","Re XXXIV","+33","Rhenium","437900","500"
"75","Re XXXV","+34","Rhenium","436400","500"
"75","Re XXXVI","+35","Rhenium","435100","500"
"75","Re XXXVII","+36","Rhenium","433400","500"
"75","Re XXXVIII","+37","Rhenium","432000","500"
"75","Re XXXIX","+38","Rhenium","430200","500"
"75","Re XL","+39","Rhenium","428600","500"
"75","Re XLI","+40","Rhenium","426600","500"
"75","Re XLII","+41","Rhenium","424600","500"
"75","Re XLIII","+42","Rhenium","422700","500"
"75","Re XLIV","+43","Rhenium","420600","500"
"75","Re XLV","+44","Rhenium","418300","500"
"75","Re XLVI","+45","Rhenium","416100","500"
"75","Re XLVII","+46","Rhenium","413600","500"
"75","Re XLVIII","+47","Rhenium","411100","500"
"75","Re XLIX","+48","Rhenium","406900","500"
"75","Re L","+49","Rhenium","402600","500"
"75","Re LI","+50","Rhenium","398100","500"
"75","Re LII","+51","Rhenium","393400","500"
"75","Re LIII","+52","Rhenium","388700","500"
"75","Re LIV","+53","Rhenium","383900","500"
"75","Re LV","+54","Rhenium","378800","500"
"75","Re LVI","+55","Rhenium","373400","500"
"75","Re LVII","+56","Rhenium","368100","400"
"75","Re LVIII","+57","Rhenium","362500","400"
"75","Re LIX","+58","Rhenium","356700","400"
"75","Re LX","+59","Rhenium","350600","400"
"75","Re LXI","+60","Rhenium","344400","400"
"75","Re LXII","+61","Rhenium","338100","400"
"75","Re LXIII","+62","Rhenium","331300","400"
"75","Re LXIV","+63","Rhenium","324300","400"
"75","Re LXV","+64","Rhenium","317200","400"
"75","Re LXVI","+65","Rhenium","309800","400"
"75","Re LXVII","+66","Rhenium","293700","300"
"75","Re LXVIII","+67","Rhenium","277300","300"
"75","Re LXIX","+68","Rhenium","260520","220"
"75","Re LXX","+69","Rhenium","243390","170"
"75","Re LXXI","+70","Rhenium","224390","120"
"75","Re LXXII","+71","Rhenium","204970","60"
"75","Re LXXIII","+72","Rhenium","185016.4","0.4"
"75","Re LXXIV","+73","Rhenium","164719.0","0.3"
"75","Re LXXV","+74","Rhenium","83162.41","0.24"
"76","Os I","0","Osmium","469400","900"
"76","Os II","+1","Osmium","469400","900"
"76","Os III","+2","Osmium","469400","900"
"76","Os IV","+3","Osmium","469400","900"
"76","Os V","+4","Osmium","469300","900"
"76","Os VI","+5","Osmium","469300","900"
"76","Os VII","+6","Osmium","469200","900"
"76","Os VIII","+7","Osmium","469200","900"
"76","Os IX","+8","Osmium","469000","900"
"76","Os X","+9","Osmium","468800","900"
"76","Os XI","+10","Osmium","468700","700"
"76","Os XII","+11","Osmium","468400","700"
"76","Os XIII","+12","Osmium","468200","700"
"76","Os XIV","+13","Osmium","467900","700"
"76","Os XV","+14","Osmium","467700","700"
"76","Os XVI","+15","Osmium","467300","700"
"76","Os XVII","+16","Osmium","466900","700"
"76","Os XVIII","+17","Osmium","466600","700"
"76","Os XIX","+18","Osmium","466100","700"
"76","Os XX","+19","Osmium","465700","700"
"76","Os XXI","+20","Osmium","465100","700"
"76","Os XXII","+21","Osmium","464600","700"
"76","Os XXIII","+22","Osmium","463900","600"
"76","Os XXIV","+23","Osmium","463200","600"
"76","Os XXV","+24","Osmium","462600","600"
"76","Os XXVI","+25","Osmium","461700","600"
"76","Os XXVII","+26","Osmium","461000","600"
"76","Os XXVIII","+27","Osmium","460100","600"
"76","Os XXIX","+28","Osmium","459100","600"
"76","Os XXX","+29","Osmium","458200","600"
"76","Os XXXI","+30","Osmium","457300","600"
"76","Os XXXII","+31","Osmium","455900","600"
"76","Os XXXIII","+32","Osmium","454700","600"
"76","Os XXXIV","+33","Osmium","453300","600"
"76","Os XXXV","+34","Osmium","451800","600"
"76","Os XXXVI","+35","Osmium","450300","600"
"76","Os XXXVII","+36","Osmium","448800","600"
"76","Os XXXVIII","+37","Osmium","447200","600"
"76","Os XXXIX","+38","Osmium","445600","600"
"76","Os XL","+39","Osmium","443900","600"
"76","Os XLI","+40","Osmium","442100","600"
"76","Os XLII","+41","Osmium","440000","600"
"76","Os XLIII","+42","Osmium","438000","500"
"76","Os XLIV","+43","Osmium","435900","500"
"76","Os XLV","+44","Osmium","433700","500"
"76","Os XLVI","+45","Osmium","431500","500"
"76","Os XLVII","+46","Osmium","429000","500"
"76","Os XLVIII","+47","Osmium","426500","500"
"76","Os XLIX","+48","Osmium","423900","500"
"76","Os L","+49","Osmium","419400","500"
"76","Os LI","+50","Osmium","415000","500"
"76","Os LII","+51","Osmium","410400","500"
"76","Os LIII","+52","Osmium","405600","500"
"76","Os LIV","+53","Osmium","400600","500"
"76","Os LV","+54","Osmium","395600","500"
"76","Os LVI","+55","Osmium","390300","500"
"76","Os LVII","+56","Osmium","384800","500"
"76","Os LVIII","+57","Osmium","379300","500"
"76","Os LIX","+58","Osmium","373600","500"
"76","Os LX","+59","Osmium","367500","500"
"76","Os LXI","+60","Osmium","361300","500"
"76","Os LXII","+61","Osmium","354800","500"
"76","Os LXIII","+62","Osmium","348400","500"
"76","Os LXIV","+63","Osmium","341300","500"
"76","Os LXV","+64","Osmium","334100","400"
"76","Os LXVI","+65","Osmium","326700","400"
"76","Os LXVII","+66","Osmium","319000","400"
"76","Os LXVIII","+67","Osmium","302500","400"
"76","Os LXIX","+68","Osmium","285600","300"
"76","Os LXX","+69","Osmium","268330","250"
"76","Os LXXI","+70","Osmium","250710","200"
"76","Os LXXII","+71","Osmium","231110","140"
"76","Os LXXIII","+72","Osmium","211080","70"
"76","Os LXXIV","+73","Osmium","190511.1","0.4"
"76","Os LXXV","+74","Osmium","169590.6","0.3"
"76","Os LXXVI","+75","Osmium","85614.42","0.15"
"77","Ir I","0","Iridium","485000","1000"
"77","Ir II","+1","Iridium","485000","1000"
"77","Ir III","+2","Iridium","485000","1000"
"77","Ir IV","+3","Iridium","484900","1000"
"77","Ir V","+4","Iridium","484900","1000"
"77","Ir VI","+5","Iridium","484900","1000"
"77","Ir VII","+6","Iridium","484800","1000"
"77","Ir VIII","+7","Iridium","484700","1000"
"77","Ir IX","+8","Iridium","484700","1000"
"77","Ir X","+9","Iridium","484500","1000"
"77","Ir XI","+10","Iridium","484300","1000"
"77","Ir XII","+11","Iridium","484000","900"
"77","Ir XIII","+12","Iridium","483800","900"
"77","Ir XIV","+13","Iridium","483500","900"
"77","Ir XV","+14","Iridium","483300","900"
"77","Ir XVI","+15","Iridium","482900","900"
"77","Ir XVII","+16","Iridium","482500","900"
"77","Ir XVIII","+17","Iridium","482200","900"
"77","Ir XIX","+18","Iridium","481700","900"
"77","Ir XX","+19","Iridium","481300","900"
"77","Ir XXI","+20","Iridium","480700","900"
"77","Ir XXII","+21","Iridium","480200","900"
"77","Ir XXIII","+22","Iridium","479600","700"
"77","Ir XXIV","+23","Iridium","479000","700"
"77","Ir XXV","+24","Iridium","478200","700"
"77","Ir XXVI","+25","Iridium","477500","700"
"77","Ir XXVII","+26","Iridium","476600","700"
"77","Ir XXVIII","+27","Iridium","475700","700"
"77","Ir XXIX","+28","Iridium","474700","700"
"77","Ir XXX","+29","Iridium","473900","700"
"77","Ir XXXI","+30","Iridium","472800","700"
"77","Ir XXXII","+31","Iridium","471800","700"
"77","Ir XXXIII","+32","Iridium","470400","700"
"77","Ir XXXIV","+33","Iridium","469000","600"
"77","Ir XXXV","+34","Iridium","467500","600"
"77","Ir XXXVI","+35","Iridium","466100","600"
"77","Ir XXXVII","+36","Iridium","464600","600"
"77","Ir XXXVIII","+37","Iridium","463000","600"
"77","Ir XXXIX","+38","Iridium","461200","600"
"77","Ir XL","+39","Iridium","459500","600"
"77","Ir XLI","+40","Iridium","457700","600"
"77","Ir XLII","+41","Iridium","455900","600"
"77","Ir XLIII","+42","Iridium","453800","600"
"77","Ir XLIV","+43","Iridium","451600","600"
"77","Ir XLV","+44","Iridium","449400","600"
"77","Ir XLVI","+45","Iridium","447200","600"
"77","Ir XLVII","+46","Iridium","444700","600"
"77","Ir XLVIII","+47","Iridium","442300","600"
"77","Ir XLIX","+48","Iridium","439500","600"
"77","Ir L","+49","Iridium","436800","600"
"77","Ir LI","+50","Iridium","432300","600"
"77","Ir LII","+51","Iridium","427600","600"
"77","Ir LIII","+52","Iridium","422800","600"
"77","Ir LIV","+53","Iridium","417800","600"
"77","Ir LV","+54","Iridium","412700","600"
"77","Ir LVI","+55","Iridium","407500","600"
"77","Ir LVII","+56","Iridium","402100","600"
"77","Ir LVIII","+57","Iridium","396500","600"
"77","Ir LIX","+58","Iridium","390700","600"
"77","Ir LX","+59","Iridium","384800","600"
"77","Ir LXI","+60","Iridium","378500","600"
"77","Ir LXII","+61","Iridium","372100","500"
"77","Ir LXIII","+62","Iridium","365500","500"
"77","Ir LXIV","+63","Iridium","358800","500"
"77","Ir LXV","+64","Iridium","351500","500"
"77","Ir LXVI","+65","Iridium","344100","500"
"77","Ir LXVII","+66","Iridium","336400","500"
"77","Ir LXVIII","+67","Iridium","328600","400"
"77","Ir LXIX","+68","Iridium","311400","400"
"77","Ir LXX","+69","Iridium","294100","400"
"77","Ir LXXI","+70","Iridium","276300","300"
"77","Ir LXXII","+71","Iridium","258170","220"
"77","Ir LXXIII","+72","Iridium","237960","160"
"77","Ir LXXIV","+73","Iridium","217310","90"
"77","Ir LXXV","+74","Iridium","196112.6","1.4"
"77","Ir LXXVI","+75","Iridium","174556.0","1.4"
"77","Ir LXXVII","+76","Iridium","88113.6","1.4"
"78","Pt I","0","Platinum","500900","1000"
"78","Pt II","+1","Platinum","500900","1000"
"78","Pt III","+2","Platinum","500900","1000"
"78","Pt IV","+3","Platinum","500900","1000"
"78","Pt V","+4","Platinum","500800","1000"
"78","Pt VI","+5","Platinum","500800","1000"
"78","Pt VII","+6","Platinum","500600","1000"
"78","Pt VIII","+7","Platinum","500500","1000"
"78","Pt IX","+8","Platinum","500500","1000"
"78","Pt X","+9","Platinum","500400","1000"
"78","Pt XI","+10","Platinum","500200","1000"
"78","Pt XII","+11","Platinum","500000","1000"
"78","Pt XIII","+12","Platinum","499800","1000"
"78","Pt XIV","+13","Platinum","499400","1000"
"78","Pt XV","+14","Platinum","499200","1000"
"78","Pt XVI","+15","Platinum","498800","1000"
"78","Pt XVII","+16","Platinum","498500","1000"
"78","Pt XVIII","+17","Platinum","498000","1000"
"78","Pt XIX","+18","Platinum","497700","1000"
"78","Pt XX","+19","Platinum","497200","1000"
"78","Pt XXI","+20","Platinum","496700","900"
"78","Pt XXII","+21","Platinum","496100","900"
"78","Pt XXIII","+22","Platinum","495400","900"
"78","Pt XXIV","+23","Platinum","494800","900"
"78","Pt XXV","+24","Platinum","494100","900"
"78","Pt XXVI","+25","Platinum","493300","900"
"78","Pt XXVII","+26","Platinum","492600","900"
"78","Pt XXVIII","+27","Platinum","491700","900"
"78","Pt XXIX","+28","Platinum","490700","700"
"78","Pt XXX","+29","Platinum","489700","700"
"78","Pt XXXI","+30","Platinum","488700","700"
"78","Pt XXXII","+31","Platinum","487600","700"
"78","Pt XXXIII","+32","Platinum","486500","700"
"78","Pt XXXIV","+33","Platinum","485200","700"
"78","Pt XXXV","+34","Platinum","483700","700"
"78","Pt XXXVI","+35","Platinum","482200","700"
"78","Pt XXXVII","+36","Platinum","480600","700"
"78","Pt XXXVIII","+37","Platinum","479000","700"
"78","Pt XXXIX","+38","Platinum","477200","700"
"78","Pt XL","+39","Platinum","475500","700"
"78","Pt XLI","+40","Platinum","473600","700"
"78","Pt XLII","+41","Platinum","471800","700"
"78","Pt XLIII","+42","Platinum","469900","700"
"78","Pt XLIV","+43","Platinum","467700","700"
"78","Pt XLV","+44","Platinum","465400","700"
"78","Pt XLVI","+45","Platinum","463200","700"
"78","Pt XLVII","+46","Platinum","460800","700"
"78","Pt XLVIII","+47","Platinum","458200","700"
"78","Pt XLIX","+48","Platinum","455600","700"
"78","Pt L","+49","Platinum","452900","700"
"78","Pt LI","+50","Platinum","450100","700"
"78","Pt LII","+51","Platinum","445400","700"
"78","Pt LIII","+52","Platinum","440500","700"
"78","Pt LIV","+53","Platinum","435600","700"
"78","Pt LV","+54","Platinum","430500","700"
"78","Pt LVI","+55","Platinum","425100","700"
"78","Pt LVII","+56","Platinum","419700","600"
"78","Pt LVIII","+57","Platinum","414100","600"
"78","Pt LIX","+58","Platinum","408300","600"
"78","Pt LX","+59","Platinum","402300","600"
"78","Pt LXI","+60","Platinum","396300","600"
"78","Pt LXII","+61","Platinum","389700","600"
"78","Pt LXIII","+62","Platinum","383100","600"
"78","Pt LXIV","+63","Platinum","376300","600"
"78","Pt LXV","+64","Platinum","369300","600"
"78","Pt LXVI","+65","Platinum","361800","600"
"78","Pt LXVII","+66","Platinum","354200","500"
"78","Pt LXVIII","+67","Platinum","346200","500"
"78","Pt LXIX","+68","Platinum","338100","500"
"78","Pt LXX","+69","Platinum","320600","400"
"78","Pt LXXI","+70","Platinum","302600","400"
"78","Pt LXXII","+71","Platinum","284400","400"
"78","Pt LXXIII","+72","Platinum","265780","250"
"78","Pt LXXIV","+73","Platinum","244940","170"
"78","Pt LXXV","+74","Platinum","223670","90"
"78","Pt LXXVI","+75","Platinum","201820.7","0.4"
"78","Pt LXXVII","+76","Platinum","179614.9","0.4"
"78","Pt LXXVIII","+77","Platinum","90659.84","0.17"
"79","Au I","0","Gold","517100","1100"
"79","Au II","+1","Gold","517100","1100"
"79","Au III","+2","Gold","517100","1100"
"79","Au IV","+3","Gold","517100","1100"
"79","Au V","+4","Gold","517000","1100"
"79","Au VI","+5","Gold","517000","1100"
"79","Au VII","+6","Gold","516900","1100"
"79","Au VIII","+7","Gold","516900","1100"
"79","Au IX","+8","Gold","516800","1100"
"79","Au X","+9","Gold","516600","1100"
"79","Au XI","+10","Gold","516400","1100"
"79","Au XII","+11","Gold","516300","1100"
"79","Au XIII","+12","Gold","516000","1100"
"79","Au XIV","+13","Gold","515800","1100"
"79","Au XV","+14","Gold","515400","1100"
"79","Au XVI","+15","Gold","515200","1100"
"79","Au XVII","+16","Gold","514800","1100"
"79","Au XVIII","+17","Gold","514400","1100"
"79","Au XIX","+18","Gold","513900","1100"
"79","Au XX","+19","Gold","513400","1000"
"79","Au XXI","+20","Gold","512900","1000"
"79","Au XXII","+21","Gold","512400","1000"
"79","Au XXIII","+22","Gold","511800","1000"
"79","Au XXIV","+23","Gold","511200","1000"
"79","Au XXV","+24","Gold","510400","1000"
"79","Au XXVI","+25","Gold","509700","1000"
"79","Au XXVII","+26","Gold","508800","1000"
"79","Au XXVIII","+27","Gold","508000","900"
"79","Au XXIX","+28","Gold","507100","900"
"79","Au XXX","+29","Gold","506100","900"
"79","Au XXXI","+30","Gold","505000","900"
"79","Au XXXII","+31","Gold","503900","900"
"79","Au XXXIII","+32","Gold","502800","900"
"79","Au XXXIV","+33","Gold","501500","900"
"79","Au XXXV","+34","Gold","500000","900"
"79","Au XXXVI","+35","Gold","498500","900"
"79","Au XXXVII","+36","Gold","496900","900"
"79","Au XXXVIII","+37","Gold","495300","900"
"79","Au XXXIX","+38","Gold","493600","900"
"79","Au XL","+39","Gold","491800","900"
"79","Au XLI","+40","Gold","490000","900"
"79","Au XLII","+41","Gold","488100","900"
"79","Au XLIII","+42","Gold","486100","900"
"79","Au XLIV","+43","Gold","484200","900"
"79","Au XLV","+44","Gold","481900","900"
"79","Au XLVI","+45","Gold","479600","900"
"79","Au XLVII","+46","Gold","477200","900"
"79","Au XLVIII","+47","Gold","474700","900"
"79","Au XLIX","+48","Gold","472100","700"
"79","Au L","+49","Gold","469400","700"
"79","Au LI","+50","Gold","466600","700"
"79","Au LII","+51","Gold","463600","700"
"79","Au LIII","+52","Gold","458600","700"
"79","Au LIV","+53","Gold","453700","700"
"79","Au LV","+54","Gold","448500","700"
"79","Au LVI","+55","Gold","443200","700"
"79","Au LVII","+56","Gold","437800","700"
"79","Au LVIII","+57","Gold","432200","700"
"79","Au LIX","+58","Gold","426300","700"
"79","Au LX","+59","Gold","420300","700"
"79","Au LXI","+60","Gold","414100","700"
"79","Au LXII","+61","Gold","407900","700"
"79","Au LXIII","+62","Gold","401100","700"
"79","Au LXIV","+63","Gold","394300","700"
"79","Au LXV","+64","Gold","387300","700"
"79","Au LXVI","+65","Gold","380100","600"
"79","Au LXVII","+66","Gold","372400","600"
"79","Au LXVIII","+67","Gold","364500","600"
"79","Au LXIX","+68","Gold","356300","600"
"79","Au LXX","+69","Gold","347900","500"
"79","Au LXXI","+70","Gold","329900","500"
"79","Au LXXII","+71","Gold","311400","400"
"79","Au LXXIII","+72","Gold","292700","400"
"79","Au LXXIV","+73","Gold","273500","300"
"79","Au LXXV","+74","Gold","252060","190"
"79","Au LXXVI","+75","Gold","230140","100"
"79","Au LXXVII","+76","Gold","207638.6","0.4"
"79","Au LXXVIII","+77","Gold","184770.4","0.4"
"79","Au LXXIX","+78","Gold","93254.62","0.20"
"80","Hg I","0","Mercury","533900","1200"
"80","Hg II","+1","Mercury","533800","1200"
"80","Hg III","+2","Mercury","533800","1200"
"80","Hg IV","+3","Mercury","533800","1200"
"80","Hg V","+4","Mercury","533800","1200"
"80","Hg VI","+5","Mercury","533600","1200"
"80","Hg VII","+6","Mercury","533500","1200"
"80","Hg VIII","+7","Mercury","533500","1200"
